0.0101	8.59998e-010
0.0201	3.91141e-010
0.0301	7.25697e-011
0.0401	-2.59824e-010
0.0501	-3.54798e-012
0.0601	1.29634e-009
0.0701	1.68066e-009
0.0801	8.67178e-008
0.0901	4.79624e-006
0.1001	0.0134137
0.1101	2.35587e-007
0.1201	9.56694e-005
0.1301	0.00029546
0.1401	0.000850543
0.1501	0.00134083
0.1601	0.0021854
0.1701	0.00249935
0.1801	0.00458925
0.1901	0.0067766
0.2001	0.00860512
0.2101	0.0111108
0.2201	0.0136325
0.2301	0.0166188
0.2401	0.0196711
0.2501	0.0222992
0.2601	0.0263696
0.2701	0.0297129
0.2801	0.0320134
0.2901	0.0363249
0.3001	0.039102
0.3101	0.0419911
0.3201	0.0451772
0.3301	0.0488443
0.3401	0.0512723
0.3501	0.0545272
0.3601	0.0567255
0.3701	0.0597281
0.3801	0.0635489
0.3901	0.0671549
0.4001	0.0703201
0.4101	0.0737067
0.4201	0.0774678
0.4301	0.0818831
0.4401	0.0857767
0.4501	0.0904153
0.4601	0.0963919
0.4701	0.100931
0.4801	0.104438
0.4901	0.111637
0.5001	0.118475
0.5101	0.125759
0.5201	0.131157
0.5301	0.139386
0.5401	0.144874
0.5501	0.153412
0.5601	0.160071
0.5701	0.167798
0.5801	0.176491
0.5901	0.182928
0.6001	0.192554
0.6101	0.199895
0.6201	0.207417
0.6301	0.217526
0.6401	0.225584
0.6501	0.233316
0.6601	0.241914
0.6701	0.250246
0.6801	0.255385
0.6901	0.263678
0.7001	0.269681
0.7101	0.277125
0.7201	0.285644
0.7301	0.290294
0.7401	0.296059
0.7501	0.300015
0.7601	0.304687
0.7701	0.308819
0.7801	0.311412
0.7901	0.316949
0.8001	0.321918
0.8101	0.323252
0.8201	0.32561
0.8301	0.327542
0.8401	0.33083
0.8501	0.333143
0.8601	0.333306
0.870099	0.333933
0.880099	0.34142
0.890099	0.336566
0.900099	0.335521
0.910099	0.336836
0.920099	0.340122
0.930099	0.341659
0.940099	0.344611
0.950099	0.340472
0.960099	0.344806
0.970099	0.344281
0.980099	0.347455
0.990099	0.354792
1.0001	0.344895
1.0101	0.3548
1.0201	0.351504
1.0301	0.359387
1.0401	0.355643
1.0501	0.359835
1.0601	0.358039
1.0701	0.367739
1.0801	0.362138
1.0901	0.369202
1.1001	0.36956
1.2001	0.365817
1.3001	0.341359
1.4001	0.300845
1.5001	0.25518
1.6001	0.214272
1.7001	0.185243
1.8001	0.163647
1.9001	0.146737
2.0001	0.133442
2.1001	0.125032
2.2001	0.117884
2.3001	0.113258
2.4001	0.110427
2.5001	0.107998
2.6001	0.107489
2.7001	0.106815
2.8001	0.106739
2.9001	0.107678
3.0001	0.109288
3.1001	0.110271
3.2001	0.112263
3.3001	0.113337
3.4001	0.114912
3.5001	0.116214
3.6001	0.117631
3.7001	0.119671
3.8001	0.120547
3.9001	0.122604
4.0001	0.123834
4.1001	0.124597
4.2001	0.125403
4.3001	0.126898
4.4001	0.127929
4.5001	0.128003
4.6001	0.128255
4.7001	0.129263
4.8001	0.12905
4.9001	0.129837
5.0001	0.129644
5.1001	0.129364
5.2001	0.12962
5.3001	0.128969
5.4001	0.129043
5.5001	0.128694
5.6001	0.127517
5.7001	0.127523
5.8001	0.127417
5.9001	0.127366
6.0001	0.125493
6.1001	0.125222
6.2001	0.12392
6.3001	0.122971
6.4001	0.121548
6.5001	0.121986
6.6001	0.120179
6.7001	0.119595
6.8001	0.118227
6.9001	0.117212
7.00009	0.115563
7.10009	0.115419
7.20009	0.113738
7.30009	0.112824
7.40009	0.111418
7.50009	0.110642
7.60009	0.11007
7.70009	0.108341
7.80009	0.106537
7.90009	0.106206
8.00009	0.104685
8.10009	0.103546
8.20009	0.102403
8.3001	0.101267
8.4001	0.100823
8.5001	0.0990106
8.6001	0.0978781
8.7001	0.0967643
8.8001	0.0958537
8.9001	0.0941586
9.0001	0.093239
9.1001	0.0926109
9.2001	0.0911837
9.3001	0.0906327
9.4001	0.0888469
9.5001	0.0879289
9.6001	0.0874176
9.7001	0.0864576
9.8001	0.0852645
9.9001	0.0841993
10.0001	0.0827472
